Game,System,xCloud,Status,Added,Removed,Months,Release,Age,Metacritic,Genre (Giantbomb),ESRB
Orwell: Keeping an Eye on You,PC,,Removed,Jun 2019,Mar 2020,8.75,Oct 2016,2.61,77,Adventure,
Shenmue,Xbox / PC,,Removed,Jun 2019,Mar 2020,8.75,Dec 1999,19.46,75,Action-Adventure / Role-Playing / Brawler,
Shenmue II,Xbox / PC,,Removed,Jun 2019,Mar 2020,8.75,Sep 2001,17.77,75,Action-Adventure,
Thimbleweed Park,Xbox / PC,,Removed,Jun 2019,Mar 2020,8.75,Mar 2017,2.19,84,Adventure,
Titan-Quest: Anniversary Edition,PC,,Removed,Jun 2019,Mar 2020,8.75,Aug 2016,2.77,77,Action / Role-Playing,
The Golf Club 2,Xbox,,Removed,Apr 2019,Mar 2020,10.68,Jun 2017,1.79,69,Golf,
Operencia: The Stolen Sun,Xbox / PC,,Removed,Mar 2019,Mar 2020,11.11,Mar 2019,0.00,80,Role-Playing,
Deus Ex: Mankind Divided,Xbox,,Removed,Mar 2019,Mar 2020,11.38,Aug 2016,2.58,83,Role-Playing / First-Person Shooter,
Disney Epic Mickey 2: The Power of Two,Xbox,,Removed,Feb 2019,Feb 2020,11.80,Nov 2012,6.26,59,Platformer / Action-Adventure,
Just Cause 4,Xbox,,Removed,Mar 2019,Feb 2020,10.95,Dec 2018,0.25,70,Action-Adventure,
Batman: Arkham City,Xbox,,Removed,Feb 2019,Feb 2020,11.38,Oct 2011,7.35,77,Action-Adventure,
The Jackbox Party Pack 2,Xbox,,Removed,Aug 2019,Feb 2020,5.82,Oct 2015,3.82,80,Trivia/Board Game / Minigame Collection,
Batman: Arkham Asylum,Xbox,,Removed,Feb 2019,Feb 2020,11.34,Aug 2009,9.50,77,Action-Adventure,
Pumped BMX Pro,Xbox,,Removed,Feb 2019,Feb 2020,11.80,Feb 2019,0.00,53,Sports,
Shadow of the Tomb Raider,Xbox,,Removed,Feb 2019,Feb 2020,12.00,Sep 2018,0.38,82,Shooter / Action-Adventure,
Tom Clancy's The Division,Xbox,,Removed,Dec 2019,Jan 2020,1.02,Mar 2016,3.73,80,Role-Playing / Shooter,
LEGO City Undercover,Xbox,,Removed,Jul 2019,Jan 2020,5.72,Mar 2013,6.32,77,Driving/Racing / Action-Adventure / Platformer,
Resident Evil 4,Xbox,,Removed,Jul 2019,Jan 2020,6.05,Jan 2005,14.48,76,Shooter / Action-Adventure,
Just Cause 3,Xbox,,Removed,Jan 2019,Jan 2020,12.00,Dec 2015,3.09,71,Action,
Middle-earth: Shadow of Mordor - Game of the Year Edition,Xbox,,Removed,Jan 2019,Jan 2020,12.00,Sep 2014,4.26,87,Action-Adventure,
Saints Row: The Third,Xbox,,Removed,Jan 2019,Jan 2020,12.00,Nov 2011,7.13,84,Action / Driving/Racing / Shooter,
Tomb Raider: Definitive Edition,Xbox,,Removed,Jan 2019,Jan 2020,12.00,Mar 2013,5.83,86,Shooter / Platformer / Action-Adventure,
Headlander,Xbox,,Removed,Feb 2019,Dec 2019,9.96,Jul 2016,2.52,78,Action-Adventure,
Life is Strange,Xbox,,Removed,Jan 2019,Dec 2019,10.98,Jan 2015,3.92,85,Adventure,
Life is Strange: Before the Storm,Xbox,,Removed,Jan 2019,Dec 2019,10.98,Aug 2017,1.34,82,Adventure,
Ashen,Xbox,,Removed,Dec 2018,Dec 2019,11.01,Dec 2018,0.07,78,Action / Role-Playing / Action-Adventure,
Pro Evolution Soccer 2019,Xbox,,Removed,Dec 2018,Dec 2019,11.57,Aug 2018,0.30,82,Sports / Simulation / Soccer,
Tecmo Bowl: Throwback,Xbox,,Removed,Jan 2018,Dec 2019,22.98,Apr 2010,7.68,67,Football,
Robocraft Infinity,Xbox,,Removed,Apr 2018,Nov 2019,19.66,Apr 2018,0.00,55,Shooter,
Football Manager 2019,PC,,Removed,Jun 2019,Nov 2019,4.77,Dec 2018,0.51,86,Sports / Simulation,
Pony Island,PC,,Removed,Jun 2019,Nov 2019,5.23,Jan 2016,3.43,86,Adventure / Puzzle / Shoot 'Em Up,
LEGO Batman 3: Beyond Gotham,Xbox,,Removed,May 2019,Nov 2019,6.05,Nov 2014,4.47,74,Platformer / Action-Adventure,
The Surge,Xbox,,Removed,May 2019,Nov 2019,6.05,May 2017,1.96,74,Action / Role-Playing,
Kingdom: Two Crowns,Xbox,,Removed,Dec 2018,Nov 2019,10.68,Dec 2018,0.00,84,Strategy / Simulation,
Below,Xbox,,Removed,Dec 2018,Nov 2019,10.59,Dec 2018,0.00,70,Action-Adventure,
Strange Brigade,Xbox,,Removed,Dec 2018,Nov 2019,11.01,Aug 2018,0.26,75,Shooter / Action-Adventure,
Agents of Mayhem,Xbox,,Removed,Nov 2018,Nov 2019,11.31,Aug 2017,1.27,73,Action-Adventure,
MXGP3,Xbox,,Removed,Nov 2018,Nov 2019,11.31,May 2017,1.48,78,Sports / Driving/Racing,
Thomas Was Alone,Xbox,,Removed,Nov 2018,Nov 2019,11.31,Jun 2012,6.40,80,Puzzle / Platformer,
ABZÛ,Xbox / PC,,Removed,Jul 2018,Nov 2019,16.04,Aug 2016,1.91,83,Adventure,
Darksiders II: Deathinitive Edition,Xbox,,Removed,Feb 2018,Nov 2019,20.98,Aug 2012,5.47,75,Action / Role-Playing / Action-Adventure,
Darksiders: Warmastered Edition,Xbox,,Removed,Dec 2017,Nov 2019,23.01,Jan 2010,7.91,80,Action / Action-Adventure,
GRID 2,Xbox,,Removed,Jun 2017,Nov 2019,29.03,May 2013,4.02,78,Driving/Racing,
Resident Evil 5,Xbox,,Removed,Apr 2019,Oct 2019,5.23,Mar 2009,10.15,75,Action / Shooter,
Tyranny: Gold Edition,PC,,Removed,Jun 2019,Nov 2019,5.23,Nov 2016,2.58,80,Role-Playing,
Dead Island: Riptide - Definitive Edition,Xbox,,Removed,Oct 2018,Oct 2019,12.00,May 2016,2.34,57,Action / First-Person Shooter / Brawler,
>observer_,Xbox,,Removed,Aug 2018,Oct 2019,13.02,Aug 2017,1.04,86,Adventure,
LEGO Batman 2: DC Super Heroes,Xbox,,Removed,Mar 2019,Sep 2019,6.05,Jun 2012,6.70,79,Action-Adventure,
LEGO Indiana Jones: The Original Adventures,Xbox,,Removed,Oct 2018,Sep 2019,11.01,Jun 2008,10.33,77,Action-Adventure,
Split/Second,Xbox,,Removed,Oct 2018,Sep 2019,11.01,May 2010,8.38,82,Action / Driving/Racing / Vehicular Combat,
Onrush,Xbox,,Removed,Sep 2018,Sep 2019,12.00,Jun 2018,0.24,77,Driving/Racing,
Ninja Gaiden Black,Xbox,,Removed,Nov 2017,Sep 2019,21.99,Sep 2005,12.12,94,Action-Adventure,
Super Street Fighter IV: Arcade Edition,Xbox,,Removed,Oct 2017,Sep 2019,23.01,Feb 2010,7.60,78,Fighting,
'Splosion Man,Xbox,,Removed,Jun 2017,Sep 2019,27.02,Jul 2009,7.87,84,Action / Platformer,
The Maw,Xbox,,Removed,Jun 2017,Sep 2019,27.02,Jan 2009,8.36,75,Action / Adventure / Platformer,
InnerSpace,Xbox,,Removed,Sep 2018,Aug 2019,10.98,Jan 2018,0.62,64,Adventure / Flight Simulator,
Manual Samuel,Xbox,,Removed,Sep 2018,Aug 2019,10.98,Oct 2016,1.89,66,Adventure,
Sky Force: Reloaded,Xbox,,Removed,Sep 2018,Aug 2019,10.98,Feb 2018,0.58,86,Shoot 'Em Up,
Graveyard Keeper,Xbox,,Removed,Aug 2018,Aug 2019,11.54,Aug 2018,0.00,70,Adventure / Role-Playing / Simulation,
Alien Hominid HD,Xbox,,Removed,Jun 2018,Aug 2019,14.01,Nov 2004,13.54,79,Action / Shooter / Platformer,
BattleBlock Theater,Xbox,,Removed,Jun 2018,Aug 2019,14.01,Apr 2013,5.16,85,Puzzle / Platformer / Action-Adventure,
Garou: Mark of the Wolves,Xbox,,Removed,Sep 2017,Aug 2019,22.98,Nov 1999,17.78,77,Fighting,
A Kingdom for Keflings,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Nov 2008,8.54,78,Strategy / Simulation,
A World of Keflings,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Dec 2010,6.45,77,Simulation,
CastleStorm,Xbox,,Removed,Jun 2017,Aug 2019,26.01,May 2013,4.01,79,Action / Strategy / Brawler,
Joe Danger 2: The Movie,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Oct 2012,4.65,82,Driving/Racing / Platformer,
Joe Danger: Special Edition,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Jun 2010,6.99,88,Driving/Racing / Platformer,
Monday Night Combat,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Aug 2010,6.81,79,Shooter / MOBA,
N+,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Jul 2015,1.85,83,Platformer,
Spelunky,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Sep 2009,7.75,87,Puzzle / Platformer / Action-Adventure,
Toy Soldiers,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Mar 2010,7.25,81,Vehicular Combat / Shooter / Real-Time Strategy,
Toy Soldiers: Cold War,Xbox,,Removed,Jun 2017,Aug 2019,26.01,Aug 2011,5.79,81,Vehicular Combat / Shooter / Real-Time Strategy,
Aftercharge,Xbox,,Removed,Jan 2019,Jul 2019,5.95,Jan 2019,-0.02,69,First-Person Shooter,
The LEGO Movie Videogame,Xbox,,Removed,Jan 2019,Jul 2019,5.95,Feb 2014,4.90,69,Action-Adventure,
Dandara,Xbox,,Removed,Aug 2018,Jul 2019,10.98,Feb 2018,0.48,70,Platformer / Action-Adventure,
Dead Rising 2,Xbox,,Removed,Aug 2018,Jul 2019,10.98,Sep 2010,7.92,79,Role-Playing / Action-Adventure,
HITMAN,Xbox,,Removed,Aug 2018,Jul 2019,10.98,Mar 2016,2.39,85,Action-Adventure,
Metal Slug XX,Xbox,,Removed,Aug 2017,Jul 2019,22.98,Dec 2009,7.61,61,Shooter,
Defense Grid: The Awakening,Xbox,,Removed,Jun 2017,Jul 2019,24.99,Dec 2008,8.48,82,Strategy / Real-Time Strategy,
Hexic 2,Xbox,,Removed,Jun 2017,Jul 2019,24.99,Aug 2007,9.80,72,Puzzle,
Iron Brigade,Xbox,,Removed,Jun 2017,Jul 2019,24.99,Jun 2011,5.95,82,Strategy / Shooter,
Ultimate Marvel vs. Capcom 3,Xbox,,Removed,Jan 2019,Jun 2019,4.96,Nov 2011,7.13,78,Fighting,
Shadow Complex: Remastered,Xbox,,Removed,Jul 2018,Jun 2019,11.01,Aug 2009,8.87,80,Shooter / Action-Adventure,
Zombie Army Trilogy,Xbox,,Removed,Jul 2018,Jun 2019,11.01,Mar 2015,3.32,62,Shooter / Compilation,
Next Up Hero,Xbox,,Removed,Jun 2018,Jun 2019,12.00,Jul 2017,0.90,61,Action-Adventure,
Devil May Cry 4: Special Edition,Xbox,,Removed,Jan 2018,Jun 2019,16.96,Jun 2015,2.54,76,Action,
LEGO Star Wars: The Complete Saga,Xbox,,Removed,Jun 2018,May 2019,10.95,Nov 2007,10.58,80,Action / Action-Adventure,
STAR WARS: Knights of the Old Republic,Xbox,,Removed,Jun 2018,May 2019,10.95,Jul 2003,14.89,94,Role-Playing,
MotoGP 17,Xbox,,Removed,Jun 2018,May 2019,10.98,Jul 2017,0.89,73,Driving/Racing,
Star Wars: The Force Unleashed,Xbox,,Removed,Jun 2018,May 2019,10.98,Sep 2008,9.71,73,Action-Adventure,
Star Wars: The Force Unleashed II,Xbox,,Removed,Jun 2018,May 2019,10.98,Oct 2010,7.60,61,Action-Adventure,
Laser League,Xbox,,Removed,May 2018,May 2019,11.70,May 2018,0.00,81,Sports,
Comic Jumper,Xbox,,Removed,Jun 2017,May 2019,22.98,Oct 2010,6.66,74,Dual-Joystick Shooter / Platformer,
D4: Dark Dreams Don't Die,Xbox,,Removed,Jun 2017,May 2019,22.98,Sep 2014,2.70,76,Adventure,
DmC: Devil May Cry - Definitive Edition,Xbox,,Removed,Jun 2017,May 2019,22.98,Jan 2013,4.38,86,Action-Adventure,
JumpJet Rex,Xbox,,Removed,Jun 2017,May 2019,22.98,Apr 2016,1.09,76,Driving/Racing / Platformer,
Knight Squad,Xbox,,Removed,Jun 2017,May 2019,22.98,Nov 2015,1.54,71,Action,
Layers of Fear,Xbox,,Removed,Jun 2017,May 2019,22.98,Feb 2016,1.29,78,Adventure,
Mega Man Legacy Collection,Xbox,,Removed,Jun 2017,May 2019,22.98,Aug 2015,1.77,80,Action / Compilation / Platformer,
Ms. Splosion Man,Xbox,,Removed,Jun 2017,May 2019,22.98,Jul 2011,5.89,83,Action / Platformer,
Shantae and the Pirate's Curse,Xbox,,Removed,Jun 2017,May 2019,22.98,Oct 2014,2.61,79,Platformer,
Super Mega Baseball: Extra Innings,Xbox,,Removed,Jun 2017,May 2019,22.98,Aug 2015,1.80,80,Baseball,
Super Time Force,Xbox,,Removed,Jun 2017,May 2019,22.98,May 2014,3.05,80,Action / Platformer,
OlliOlli2: XL Edition,Xbox,,Removed,Nov 2018,Apr 2019,4.96,Aug 2016,2.23,83,Skateboarding,
Sheltered,Xbox,,Removed,Nov 2018,Apr 2019,4.96,Mar 2016,2.63,69,Strategy / Role-Playing,
Outlast,Xbox,,Removed,Oct 2018,Apr 2019,5.98,Sep 2013,5.08,80,Adventure,
Homefront: The Revolution,Xbox,,Removed,May 2018,Apr 2019,11.01,May 2016,1.96,49,First-Person Shooter,
Sonic & Knuckles,Xbox,,Removed,May 2018,Apr 2019,11.01,Aug 2017,0.71,69,Platformer,
Unmechanical: Extended Edition,Xbox,,Removed,May 2018,Apr 2019,11.01,Aug 2012,5.73,66,Adventure / Puzzle,
OlliOlli,Xbox,,Removed,Jun 2017,Apr 2019,21.99,Jan 2014,3.36,78,Skateboarding,
Pumped BMX +,Xbox,,Removed,Jun 2017,Apr 2019,21.99,Sep 2015,1.70,56,Action / Driving/Racing,
The Golf Club,Xbox,,Removed,Jun 2017,Apr 2019,21.99,Aug 2014,2.79,64,Golf,
The Swapper,Xbox,,Removed,Jun 2017,Apr 2019,21.99,May 2013,4.01,92,Puzzle / Platformer,
Kingdom: New Lands,Xbox,,Removed,Apr 2018,Mar 2019,10.98,Oct 2015,2.45,87,Strategy / Adventure / Simulation,
Late Shift,Xbox,,Removed,Apr 2018,Mar 2019,10.98,Apr 2017,0.95,72,Adventure,
Portal Knights,Xbox,,Removed,Apr 2018,Mar 2019,10.98,Feb 2016,2.10,77,Action-Adventure,
Sacred Citadel,Xbox,,Removed,Apr 2018,Mar 2019,10.98,Apr 2013,4.96,63,Brawler / Action-Adventure,
F1 2015,Xbox,,Removed,Jul 2017,Feb 2019,19.96,Jul 2015,1.98,64,Driving/Racing,
Aven Colony,Xbox,,Removed,Sep 2018,Feb 2019,5.03,Jul 2017,1.10,77,Simulation,
Shadow Warrior,Xbox,,Removed,Sep 2018,Feb 2019,5.03,Sep 2013,4.93,74,First-Person Shooter,
Dovetail Games: Euro Fishing,Xbox,,Removed,Mar 2018,Feb 2019,11.08,Nov 2015,2.33,61,Fishing,
Resident Evil: Revelations 2,Xbox,,Removed,Mar 2018,Feb 2019,11.08,Feb 2015,3.02,75,Shooter,
Sonic CD,Xbox,,Removed,Mar 2018,Feb 2019,11.08,Sep 1993,24.45,82,Action / Platformer,
The Final Station,Xbox,,Removed,Mar 2018,Feb 2019,11.08,Aug 2016,1.50,70,Action / Adventure,
Kyub,Xbox,,Removed,Jun 2017,Feb 2019,20.05,Jul 2016,0.88,90,Puzzle,
Mega Coin Squad,Xbox,,Removed,Jun 2017,Feb 2019,20.05,Aug 2014,2.80,74,Action / Platformer,
The Escapists: The Walking Dead,Xbox,,Removed,Aug 2018,Jan 2019,5.03,Sep 2015,2.84,65,Strategy / Simulation,
Letter Quest: Grimm's Journey - Remastered,Xbox,,Removed,Feb 2018,Jan 2019,10.98,Jul 2014,3.53,77,Puzzle,
Dead Rising 3,Xbox,,Removed,Aug 2017,Jan 2019,17.03,Nov 2013,3.69,78,Role-Playing / Action-Adventure,
Electronic Super Joy,Xbox,,Removed,Jun 2017,Jan 2019,19.04,Aug 2013,3.78,77,Platformer,
Roundabout,Xbox,,Removed,Jun 2017,Jan 2019,19.04,Sep 2014,2.70,74,Puzzle,
Stacking,Xbox,,Removed,Jun 2017,Jan 2019,19.04,Feb 2011,6.32,84,Adventure / Puzzle,
Steredenn,Xbox,,Removed,Jun 2017,Jan 2019,19.04,May 2015,2.04,79,Shoot 'Em Up,
Bayonetta,Xbox,,Removed,Jan 2018,Dec 2018,10.98,Oct 2009,8.18,90,Action,
Deadlight: Director's Cut,Xbox,,Removed,Jan 2018,Dec 2018,10.98,Sep 2014,3.29,69,Role-Playing,
Injustice: Gods Among Us,Xbox,,Removed,Jan 2018,Dec 2018,10.98,Apr 2013,4.72,81,Fighting,
Metal Gear Solid V: Ground Zeroes,Xbox,,Removed,Jan 2018,Dec 2018,10.98,Mar 2014,3.79,76,Action / Shooter,
NBA Playgrounds,Xbox,,Removed,Jan 2018,Dec 2018,10.98,May 2017,0.65,66,Sports / Basketball,
WRC 5: FIA World Rally Championships,Xbox,,Removed,Jan 2018,Dec 2018,10.98,Oct 2010,7.24,70,Driving/Racing,
Farming Simulator 15,Xbox,,Removed,Jun 2017,Dec 2018,18.02,Oct 2014,2.59,54,Simulation,
The Technomancer,Xbox,,Removed,Jun 2018,Nov 2018,5.03,Jun 2016,1.93,68,Action / Role-Playing,
Casey Powell Lacrosse 16,Xbox,,Removed,Dec 2017,Nov 2018,11.01,Mar 2016,1.73,60,Sports,
Mega Man 10,Xbox,,Removed,Dec 2017,Nov 2018,11.01,Mar 2010,7.76,79,Action / Platformer,
Sherlock Holmes: The Devil's Daughter,Xbox,,Removed,Dec 2017,Nov 2018,11.01,Jun 2016,1.48,66,Action / Adventure,
This War of Mine: The Little Ones,Xbox,,Removed,Dec 2017,Nov 2018,11.01,Nov 2014,3.05,78,Strategy / Adventure,
Resident Evil Zero,Xbox,,Removed,Jun 2017,Nov 2018,17.03,Nov 2002,14.57,69,Action-Adventure,
Oddworld: New 'n' Tasty,Xbox,,Removed,Nov 2017,Oct 2018,10.95,Jul 2014,3.28,86,Platformer,
Mega Man 9,Xbox,,Removed,Nov 2017,Oct 2018,10.98,Sep 2008,9.12,82,Action / Platformer,
Resident Evil,Xbox,,Removed,Nov 2017,Oct 2018,10.98,Mar 2002,15.62,82,Action-Adventure,
Sky Force: Anniversary,Xbox,,Removed,Nov 2017,Oct 2018,10.98,Apr 2015,2.51,77,Action / Shoot 'Em Up,
World of Van Helsing: Deathtrap,Xbox,,Removed,Nov 2017,Oct 2018,10.98,Feb 2015,2.75,80,Strategy,
Maldita Castilla EX: Cursed Castilla,Xbox,,Removed,Oct 2017,Sep 2018,11.01,Dec 2012,4.81,81,Platformer,
Saints Row: Gat Out of Hell,Xbox,,Removed,Oct 2017,Sep 2018,11.01,Jan 2015,2.70,65,Shooter / Action-Adventure,
The Bug Butcher,Xbox,,Removed,Oct 2017,Sep 2018,11.01,Jan 2016,1.70,80,Action / Shooter,
Tower of Guns,Xbox,,Removed,Oct 2017,Sep 2018,11.01,Mar 2014,3.58,71,First-Person Shooter,
Pro Evolution Soccer 2018,Xbox,,Removed,May 2018,Aug 2018,3.02,Sep 2017,0.63,82,Soccer,
10 Second Ninja X,Xbox,,Removed,Sep 2017,Aug 2018,10.98,Jul 2016,1.12,82,Action / Puzzle / Platformer,
The Bridge,Xbox,,Removed,Sep 2017,Aug 2018,10.98,Feb 2013,4.53,72,Puzzle / Platformer,
Galaga Legions DX,Xbox,,Removed,Jun 2017,Aug 2018,14.01,Jun 2011,5.93,74,Action / Shoot 'Em Up,
Pac-Man Museum,Xbox,,Removed,Jun 2017,Aug 2018,14.01,Feb 2014,3.27,64,Compilation,
SoulCalibur II HD Online,Xbox,,Removed,Jun 2017,Aug 2018,14.01,Nov 2013,3.53,76,Fighting,
Tekken Tag Tournament 2,Xbox,,Removed,Jun 2017,Aug 2018,14.01,Sep 2011,5.73,83,Fighting,
Overcooked!,Xbox,,Removed,May 2018,Jul 2018,2.01,Aug 2016,1.74,80,Simulation,
Pharaonic,Xbox,,Removed,Aug 2017,Jul 2018,10.98,Apr 2016,1.26,71,Action / Role-Playing,
So Many Me,Xbox,,Removed,Aug 2017,Jul 2018,10.98,Jul 2015,2.05,82,Puzzle / Platformer,
Ultratron,Xbox,,Removed,Aug 2017,Jul 2018,10.98,Mar 2013,4.38,74,Dual-Joystick Shooter,
Bomberman Live: Battlefest,Xbox,,Removed,Apr 2018,Jun 2018,1.51,Dec 2010,7.36,70,Action / Puzzle,
Bard's Gold,Xbox,,Removed,Jul 2017,Jun 2018,11.01,Aug 2015,1.88,63,Platformer,
Monaco: What's Yours is Mine,Xbox,,Removed,Jul 2017,Jun 2018,11.01,Apr 2013,4.19,81,Action / Strategy,
Resident Evil 6,Xbox,,Removed,Jul 2017,Jun 2018,11.01,Oct 2012,4.75,63,Action / Shooter / Brawler,
BioShock Infinite,Xbox,,Removed,Jun 2017,May 2018,11.08,Mar 2013,4.19,93,First-Person Shooter / Action-Adventure,
BioShock 2,Xbox,,Removed,Jun 2017,May 2018,11.05,Feb 2010,7.31,88,First-Person Shooter / Action-Adventure,
BioShock,Xbox,,Removed,Jun 2017,May 2018,11.01,Aug 2007,9.79,96,First-Person Shooter / Action-Adventure,
Age of Booty,Xbox,,Removed,Jun 2017,May 2018,10.98,Oct 2008,8.63,76,Real-Time Strategy,
Bionic Commando: Rearmed 2,Xbox,,Removed,Jun 2017,May 2018,10.98,Feb 2011,6.33,62,Action / Platformer,
Blood Bowl 2,Xbox,,Removed,Jun 2017,May 2018,10.98,Sep 2015,1.69,70,Strategy / Role-Playing / Football,
Borderlands,Xbox,,Removed,Jun 2017,May 2018,10.98,Oct 2009,7.62,84,Action / Role-Playing / First-Person Shooter,
Bound by Flame,Xbox,,Removed,Jun 2017,May 2018,10.98,May 2014,3.07,56,Role-Playing / Action-Adventure,
de Blob 2,Xbox,,Removed,Jun 2017,May 2018,10.98,Feb 2011,6.28,76,Puzzle / Platformer,
Dead Rising 2: Case Zero,Xbox,,Removed,Jun 2017,May 2018,10.98,Aug 2010,6.76,79,Shooter / Brawler / Action-Adventure,
Defense Grid 2,Xbox,,Removed,Jun 2017,May 2018,10.98,Sep 2014,2.69,78,Strategy / Real-Time Strategy,
Dig Dug,Xbox,,Removed,Jun 2017,May 2018,10.98,Apr 1982,35.14,65,Action,
Final Fight: Double Impact,Xbox,,Removed,Jun 2017,May 2018,10.98,Apr 2010,7.14,77,Brawler,
LEGO Batman: The Videogame,Xbox,,Removed,Jun 2017,May 2018,10.98,Sep 2008,8.69,76,Brawler / Action-Adventure,
Mad Max,Xbox,,Removed,Jun 2017,May 2018,10.98,Sep 2015,1.75,72,Driving/Racing / Shooter / Vehicular Combat,
NeoGeo Battle Coliseum,Xbox,,Removed,Jun 2017,May 2018,10.98,Dec 2005,11.45,64,Fighting,
Operation Flashpoint: Dragon Rising,Xbox,,Removed,Jun 2017,May 2018,10.98,Oct 2009,7.66,77,Action / Strategy / First-Person Shooter,
Pac-Man Championship Edition DX,Xbox,,Removed,Jun 2017,May 2018,10.98,Nov 2010,6.55,93,Action / Puzzle,
Sacred 3,Xbox,,Removed,Jun 2017,May 2018,10.98,Jul 2014,2.84,51,Role-Playing / Action-Adventure,
Sam & Max: Beyond Time and Space,Xbox,,Removed,Jun 2017,May 2018,10.98,Nov 2011,5.53,75,First-Person Shooter,
Sam & Max: Save the World,Xbox,,Removed,Jun 2017,May 2018,10.98,Nov 2011,5.53,74,First-Person Shooter,
SEGA Vintage Collection: Alex Kidd & Co.,Xbox,,Removed,Jun 2017,May 2018,10.98,May 2012,5.03,69,Compilation,
SEGA Vintage Collection: Golden Axe,Xbox,,Removed,Jun 2017,May 2018,10.98,May 2012,5.01,60,Compilation,
SoulCalibur,Xbox,,Removed,Jun 2017,May 2018,10.98,Jul 1998,18.85,79,Fighting,
XCOM: Enemy Within,Xbox,,Removed,Jun 2017,May 2018,10.98,Nov 2013,3.55,88,Strategy / Role-Playing,
NBA 2K17,Xbox,,Removed,Feb 2018,Apr 2018,1.94,Sep 2016,1.38,90,Sports / Basketball,
WWE 2K17,Xbox,,Removed,Feb 2018,Apr 2018,1.94,Oct 2016,1.31,68,Wrestling,
Lumo,Xbox,,Removed,Jun 2017,Apr 2018,10.95,Apr 2016,1.11,77,Action-Adventure,
Comix Zone,Xbox,,Removed,Jun 2017,Mar 2018,9.96,Aug 1995,21.85,71,Action / Brawler,
CAPCOM Arcade Cabinet,Xbox,,Removed,Jun 2017,Mar 2018,8.98,Feb 2013,4.28,68,Action / Compilation / Shoot 'Em Up,
Dark Void,Xbox,,Removed,Jun 2017,Mar 2018,8.98,Jan 2010,7.38,59,Shooter,
FLOCK!,Xbox,,Removed,Jun 2017,Mar 2018,8.98,Aug 2015,1.78,68,Action,
SEGA Vintage Collection: Monster World,Xbox,,Removed,Jun 2017,Mar 2018,8.98,May 2012,5.03,72,Compilation,
SEGA Vintage Collection: Streets of Rage,Xbox,,Removed,Jun 2017,Mar 2018,8.98,May 2012,5.01,84,Compilation,
Strider,Xbox,,Removed,Jun 2017,Mar 2018,8.98,Feb 2014,3.28,76,Platformer / Action-Adventure,
Virtua Fighter 5 Final Showdown,Xbox,,Removed,Jun 2017,Mar 2018,8.98,Jun 2012,4.99,81,Fighting,
WWE 2K16,Xbox,,Removed,Jun 2017,Jan 2018,8.02,Oct 2015,1.60,72,Wrestling,
NBA 2K16,Xbox,,Removed,Jun 2017,Dec 2017,7.00,Sep 2015,1.68,86,Sports / Basketball,
Dungeons & Dragons: Chronicles of Mystara,Xbox,,Removed,Jun 2017,Aug 2017,2.47,Jun 2013,3.96,77,Action / Role-Playing / Brawler / Action-Adventure,
